user_id,article_1,article_2,article_3,article_4,article_5
200775,234698,357432,76290,336221,277491
200776,270680,270661,272544,271236,270685
200777,214658,213947,211891,161517,271770
200778,331116,157478,289003,57966,97530
200779,42761,272143,42757,156560,156619
200780,289090,234267,337192,277491,235616
200781,331116,289003,218028,97530,57966
200782,183176,336220,129799,277492,159938
200783,272143,156624,158536,162655,156447
200784,159762,257291,233717,161100,156622
200785,313556,177442,331116,277107,312820
200786,111043,233688,336245,96210,20691
200787,199198,284312,272143,64329,162655
200788,289090,235616,277491,160142,234269
200789,331116,362914,212022,289003,157478
200790,277107,39894,352979,289003,331116
200791,39894,277107,283009,30389,331116
200792,199198,272143,64329,175040,198659
200793,95716,48403,119193,271261,59057
200794,96210,288440,57616,159529,233742
200795,195177,194906,194561,194410,195159
200796,173334,174423,336245,172249,293513
200797,20691,288440,337441,233742,159529
200798,271262,284773,58580,284583,313761
200799,352979,39894,283009,331116,362914
200800,272143,324823,199198,285343,166581
200801,315105,95716,300082,293218,235870
200802,352555,96960,272143,7694,261612
200803,199198,64329,198659,156560,156624
200804,300082,234698,336221,157076,235870
200805,277107,39894,283009,331116,30389
200806,159275,70215,166129,336934,293513
200807,336254,277107,289003,218028,157478
200808,162655,158536,64329,272143,156624
200809,271262,65991,285377,96210,313920
200810,234698,235616,156964,64409,29953
200811,156560,64329,199198,198659,162655
200812,336220,336787,289090,235854,336432
200813,101983,107311,107297,107225,107200
200814,199198,198659,64329,156560,166581
200815,71601,293514,69814,50504,159275
200816,293301,257291,159762,233717,58606
200817,168743,206763,168416,168564,199474
200818,234698,64409,336221,235870,214631
200819,298978,202652,209348,208583,58619
200820,183176,119534,156843,70591,336220
200821,30611,288320,133160,59057,233595
200822,288320,336223,59057,30611,133160
200823,95716,234698,315105,336223,352983
200824,206168,235230,272143,284547,199197
200825,352979,39894,331116,283009,30389
200826,277107,39894,352979,331116,283009
200827,159196,96210,157375,300234,57616
200828,352979,39894,283009,331116,336254
200829,293513,57748,156296,161580,50504
200830,336245,20691,337441,96103,284583
200831,199198,198659,64329,156560,156624
200832,162655,158536,64329,272143,156624
200833,283009,336254,277107,39894,331116
200834,272143,166583,286161,156447,50823
200835,64329,199198,198659,156560,166581
200836,331116,157478,97530,57966,289003
200837,271262,225010,284773,236610,65991
200838,95716,315105,214631,277491,300082
200839,161801,63307,5366,62567,70428
200840,156447,156560,272143,158536,162300
200841,36162,205824,50644,211442,70986
200842,162655,158536,64329,272143,156624
200843,50644,205824,70986,36162,211442
200844,39894,277107,336254,157478,352979
200845,353078,351662,348102,352793,348115
200846,199474,168564,255354,237822,161872
200847,202355,271859,218028,158541,214753
200848,236951,237835,284422,124194,283392
200849,271262,58580,284583,96210,277067
200850,236566,283764,313920,277067,96210
200851,361386,257291,361699,362150,233717
200852,331116,157478,97530,289003,57966
200853,162655,158536,64329,272143,156624
200854,271551,199197,313431,160437,284547
200855,289090,336220,352902,234267,208237
200856,336220,289090,234269,336221,32082
200857,220763,220771,220764,220772,220778
200858,42761,286161,285343,272143,284547
200859,331116,157478,57966,289003,97530
200860,331116,336254,157478,158541,289003
200861,234698,95716,235870,336223,352983
200862,277107,157478,352979,158772,39894
200863,332108,277492,332624,332531,330829
200864,158536,272143,162655,156619,64329
200865,20921,19539,21355,19915,20517
200866,336220,277491,337192,235616,234267
200867,214658,64346,161506,201990,214283
200868,42960,42571,42770,42815,42433
200869,272143,64329,198659,162655,182394
200870,313431,198659,199198,64329,156560
200871,177155,261612,187067,199855,2075
200872,331116,277107,39894,289003,157478
200873,331116,336254,97530,289003,57966
200874,218028,336254,57966,202355,157478
200875,236266,237580,96210,234390,234192
200876,49091,62737,47794,48214,48078
200877,160974,272143,160417,158536,199198
200878,362914,362558,362229,361003,363139
200879,202534,202388,208360,354086,235854
200880,289090,336220,235616,277492,235854
200881,236610,96210,194289,271262,313920
200882,95716,214474,336223,218330,119193
200883,234698,95716,235870,315105,300082
200884,336221,336220,235854,289090,337192
200885,336221,234698,315105,218330,336223
200886,234698,336221,300082,159790,234813
200887,336220,235616,277491,337192,234267
200888,123289,124748,124177,124350,124194
200889,157989,157375,162107,211723,96210
200890,331116,336254,157478,158541,237822
200891,199198,64329,198659,156560,156624
200892,272143,162655,42422,307856,65368
200893,336254,218028,289003,202355,336250
200894,234698,156964,58565,336221,214631
200895,64329,199198,156560,198659,156624
200896,276970,257291,123909,108855,124228
200897,183176,354086,336245,285533,9308
200898,96210,58580,236566,313920,225010
200899,235616,32082,336221,234698,31068
200900,331116,207603,202381,289003,336254
200901,331116,218028,162378,209236,202559
200902,183176,129799,119534,336220,284339
200903,156560,160417,162655,156624,272143
200904,218028,336254,202355,214753,315146
200905,331116,218028,209236,214753,202559
200906,331116,160748,337630,199474,254265
200907,161506,236553,59057,141004,31520
200908,87228,87224,87174,87236,87231
200909,362914,363139,363068,361107,360563
200910,272143,199198,175040,160417,156624
200911,233717,14794,14030,13519,13761
200912,123909,124177,123289,124748,124350
200913,336254,289003,331116,157478,87213
200914,123909,276970,36394,123757,284491
200915,352979,237013,237385,277107,156807
200916,272143,324823,348111,199198,156624
200917,183176,354086,202388,277492,159938
200918,245161,270607,57748,158882,288528
200919,205824,36162,207758,96877,50644
200920,225019,203260,207813,205866,208500
200921,272143,50918,64329,199198,156560
200922,96210,284583,271262,336245,20691
200923,161801,235652,270799,63307,214283
200924,331116,157478,289003,97530,57966
200925,336221,234698,119193,48403,95716
200926,272143,156560,160417,158536,160974
200927,336245,20691,284583,288440,271262
200928,156964,64409,161149,235870,315105
200929,336220,235854,277491,234267,235616
200930,207603,331116,289003,157478,202355
200931,331116,336254,289003,57966,39894
200932,156560,160417,272143,158536,50823
200933,183176,83383,353673,84942,224354
200934,16563,16765,15863,14519,14342
200935,183176,119534,156843,158794,156519
200936,20691,336245,337441,233742,96127
200937,337143,194686,199474,288500,293514
200938,272143,324823,199198,156624,175040
200939,194289,236610,271262,16087,285675
200940,211484,212133,211821,210798,214296
200941,233717,285095,161100,284452,156622
200942,162655,158536,160974,162300,156560
200943,161506,63307,133160,214283,161801
200944,277492,337192,284096,336220,234267
200945,162655,158536,64329,272143,156624
200946,73271,207758,73413,70429,96877
200947,199198,64329,198659,156560,156624
200948,336254,331116,157478,207603,63304
200949,123757,168623,124228,156625,276970
200950,157478,298599,299104,299764,331116
200951,96210,336245,288440,57616,284583
200952,199198,64329,198659,156560,156624
200953,156560,162655,158536,64329,156447
200954,272143,64329,198659,336476,156624
200955,272143,199198,175040,156624,324823
200956,355159,336221,73303,234698,212133
200957,168623,276970,237524,95972,299152
200958,336220,289090,235616,235854,160142
200959,156560,272143,160417,158536,64329
200960,336380,68924,158642,129434,156355
200961,174435,174602,331116,177442,172249
200962,272143,156624,156560,336476,284474
200963,336254,289003,157478,331116,277107
200964,58565,336221,236338,214631,277491
200965,234698,336221,95716,300082,336223
200966,272143,237092,236688,235154,236613
200967,48403,119193,31836,59057,225019
200968,272143,175040,199198,166581,160417
200969,233478,42883,58606,214800,276946
200970,96210,336245,288440,159529,233742
200971,272143,69736,156624,50823,162655
200972,97530,157478,289003,285849,283791
200973,181585,119534,159938,336220,284339
200974,199198,64329,198659,156560,156624
200975,156560,272143,158536,160417,156447
200976,183176,336245,211415,211722,96210
200977,39894,283009,235105,336254,362914
200978,235230,70646,284547,206168,313431
200979,73413,73287,74665,38453,48401
200980,156560,199198,198659,324823,162655
200981,50864,156624,272143,348111,156560
200982,218028,214753,202355,158541,215613
200983,95716,315105,300082,235870,288321
200984,293114,124749,293050,224763,203890
200985,336254,157478,331116,97530,285849
200986,272143,175040,336476,199198,156624
200987,161425,38627,168623,123909,25325
200988,331019,225124,48644,42290,48810
200989,156560,272143,158536,160417,64329
200990,31549,31194,30389,30955,363916
200991,124350,283392,123757,123289,123909
200992,271261,336223,315105,352983,277491
200993,277107,283009,157478,39894,352979
200994,277107,39894,289003,352979,331116
200995,336221,156964,300082,214631,235870
200996,156560,272143,158536,160417,156447
200997,272143,199198,175040,158536,156624
200998,277107,206415,206571,158772,284470
200999,352979,39894,331116,283009,336254
201000,286161,199197,285343,235230,313431
201001,331116,157478,97530,289003,57966
201002,236648,157478,289003,331116,166322
201003,206735,202388,208360,307779,354086
201004,297711,298978,297826,298756,199474
201005,283009,30389,331116,206415,157478
201006,48111,48213,49034,48460,47660
201007,272143,61611,50823,156560,207731
201008,324823,199198,64329,198659,156560
201009,336380,286128,129434,198199,31520
201010,50494,39894,352979,277107,42567
201011,198144,331738,124177,172576,123909
201012,96210,336245,284583,288440,211722
201013,283009,277107,336254,39894,331116
201014,213877,237822,315146,314298,342452
201015,272143,156624,156560,162655,64329
201016,156560,158536,272143,160417,50823
201017,336476,348111,156624,272143,233917
201018,336221,300082,315105,235870,95716
201019,277107,235105,202320,283009,352979
201020,254856,277492,354086,348087,255741
201021,235616,32082,242596,277491,31068
201022,307566,308686,288528,57748,159275
201023,74587,74589,50383,161506,76542
201024,162655,156560,158536,272143,64329
201025,199197,156624,156560,129029,285298
201026,156807,159019,50494,202320,283009
201027,161506,63307,270799,235525,235652
201028,96210,66672,16087,284773,271262
201029,198659,162655,64329,156624,158536
201030,95716,315105,234698,271261,352983
201031,250063,354086,119534,159938,277492
201032,36413,354086,277492,159938,336220
201033,199198,284312,272143,64329,162655
201034,272143,348111,156624,353667,353019
201035,76216,75999,76012,76009,76485
201036,87144,272143,87207,85318,87188
201037,235854,277492,336220,289090,284096
201038,199198,272143,64329,198659,175040
201039,214709,236951,284422,124194,158915
201040,57616,96244,237580,96210,157375
201041,158794,235854,336220,160602,36399
201042,96210,20691,57616,284583,183176
201043,331116,97530,39894,57966,277107
201044,168623,208145,208048,160131,286321
201045,336221,336220,234698,234267,289090
201046,87215,87213,289003,166322,87181
201047,96210,336245,288440,284583,57616
201048,156560,156447,162765,272143,160417
201049,198659,162655,199198,64329,324823
201050,331780,284522,337143,97616,321728
201051,352979,283009,331116,277107,157478
201052,124177,107311,123909,124748,107271
201053,39894,283009,166322,277107,352979
201054,157478,336254,289003,331116,97616
201055,272143,199198,175040,156624,285343
201056,199198,272143,64329,175040,198659
201057,236610,96210,194289,20691,336245
201058,156560,160417,272143,162655,156447
201059,157478,97530,57966,331116,285849
201060,20691,271262,284583,236610,225010
201061,208582,237822,160748,208981,199474
201062,124350,123909,124748,124194,123290
201063,208150,348112,202637,285533,107282
201064,331116,218028,209236,162378,214753
201065,159938,277492,235854,119534,288435
201066,331116,57966,97530,157478,289003
201067,168623,276970,124228,156625,36394
201068,348111,156624,272143,284474,156560
201069,20691,271262,284583,337441,58580
